device_id,device_type,purchase_date,purchase_year,purchase_month,purchase_month_name,age,expected_age,age_validation_flag,device_age_band,manufacturer,model,country,maintenance_cost_original,maintenance_cost,maintenance_cost_quality_flag,downtime_hours,maintenance_frequency,failure_event_count,failure_flag,failure_status,maintenance_class,maintenance_severity,maintenance_report,failure_type,risk_score,operational_risk_level,replacement_review_flag
MD03449,Defibrillator,2018-04-23,2018,4,April,7,7,Matched,7-9 Years,CardioSync,Model-100,France,7115.349585060145,7115.349585060145,Valid,7.93,3,0,0,No Failure Reported,1,Low,Component component upgrade after detecting overheating; functionality restored. log cleaned low priority fault,Overheating,0,Low,Monitor
MD00234,Defibrillator,2015-09-30,2015,9,September,10,10,Matched,10+Years,ImagingTech,Model-200,Canada,4231.06330684427,4231.06330684427,Valid,4.67,2,2,1,Failure Reported,1,Low,Component software patch after detecting software crash; functionality restored. minor issue log file cleared,Software/Data Issue,1,Low,Monitor
MD04692,PET Scanner,2015-01-04,2015,1,January,10,10,Matched,10+Years,MedEquip,Model-550,France,6516.829342961068,6516.829342961068,Valid,4.44,1,0,0,No Failure Reported,1,Low,data lag caused operational delay; system reset initiated. minor issue system check passed,General Maintenance,1,Low,Monitor
MD00009,MRI Scanner,2017-07-27,2017,7,July,8,8,Matched,7-9 Years,RescueTech,Model-500,Italy,8474.905711390164,8474.905711390164,Valid,14.77,3,4,1,Failure Reported,2,Medium,Component recalibration after detecting voltage spike; functionality restored. driver update performance warning,Electerical Issue,3,Medium,Monitor
MD01952,MRI Scanner,2023-09-27,2023,9,September,2,2,Matched,0-3 Years,MedEquip,Model-500,Italy,4275.745641351639,4275.745641351639,Valid,7.39,1,4,1,Failure Reported,1,Low,System performance degraded due to sensor misalignment; mitigation via inspection. minor issue stable condition,Sensor Issue,1,Low,Monitor
MD01284,Infusion Pump,2017-06-12,2017,6,June,8,8,Matched,7-9 Years,UltraMed,Model-100,France,15205.128498654318,15205.128498654318,Valid,4.58,2,3,1,Failure Reported,2,Medium,Component component upgrade after detecting data lag; functionality restored. driver update driver update applied,Software/Data Issue,3,Medium,Monitor
MD00450,Infusion Pump,2017-10-24,2017,10,October,8,8,Matched,7-9 Years,MedEquip,Model-500,Italy,10288.791512084112,10288.791512084112,Valid,12.1,4,1,1,Failure Reported,2,Medium,Routine check completed; abnormal sound observed during diagnostics. component issue non-critical warning,Mechanical Issue,1,Low,Monitor
MD00212,Infusion Pump,2016-06-28,2016,6,June,9,9,Matched,7-9 Years,ImagingTech,Model-500,UK,6249.239709045754,6249.239709045754,Valid,5.65,5,3,1,Failure Reported,1,Low,Component firmware update after detecting battery wear; functionality restored. minor issue temporary glitch,Battery Issue,2,Medium,Review for Replacement
MD02377,Infusion Pump,2023-12-25,2023,12,December,2,2,Matched,0-3 Years,ImagingTech,Model-300,UK,4098.605690034778,4098.605690034778,Valid,10.99,1,0,0,No Failure Reported,2,Medium,Routine check completed; voltage spike observed during diagnostics. component issue non-critical warning,Electerical Issue,0,Low,Monitor
MD01684,MRI Scanner,2021-02-13,2021,2,February,4,4,Matched,4-6 Years,UltraMed,Model-350,UK,4913.91106045171,4913.91106045171,Valid,6.91,2,2,1,Failure Reported,3,High,abnormal sound caused operational delay; component upgrade initiated. reboot failed urgent inspection needed,Mechanical Issue,1,Low,Monitor
MD02500,MRI Scanner,2015-11-07,2015,11,November,10,10,Matched,10+Years,UltraMed,Model-100,Canada,12393.124903625909,12393.124903625909,Valid,18.95,5,0,0,No Failure Reported,3,High,Component system reset after detecting software crash; functionality restored. sensor replaced critical malfunction,Sensor Issue,4,High,Review for Replacement
MD01565,CT Scanner,2015-05-26,2015,5,May,10,10,Matched,10+Years,ScanPro,Model-250,Italy,6751.954261724497,6751.954261724497,Valid,5.53,4,0,0,No Failure Reported,1,Low,Component inspection after detecting battery wear; functionality restored. quick fix system check passed,Battery Issue,1,Low,Monitor
MD00214,MRI Scanner,2022-06-12,2022,6,June,3,3,Matched,0-3 Years,ImagingTech,Model-550,Canada,11559.92419990774,11559.92419990774,Valid,13.36,2,3,1,Failure Reported,2,Medium,Component replacement after detecting circuit failure; functionality restored. driver update device required inspection,Electerical Issue,1,Low,Monitor
MD03098,Defibrillator,2015-04-20,2015,4,April,10,10,Matched,10+Years,RescueTech,Model-600,Italy,14316.765439047587,14316.765439047587,Valid,19.03,1,3,1,Failure Reported,3,High,Component firmware update after detecting data lag; functionality restored. critical failure critical failure,Software/Data Issue,5,High,Review for Replacement
MD03485,PET Scanner,2014-10-02,2014,10,October,11,11,Matched,10+Years,ImagingTech,Model-100,USA,7010.051719549312,7010.051719549312,Valid,8.16,1,1,1,Failure Reported,2,Medium,System performance degraded due to data lag; mitigation via inspection. component issue moderate delay,General Maintenance,1,Low,Monitor
MD05346,Infusion Pump,2017-01-05,2017,1,January,8,8,Matched,7-9 Years,UltraMed,Model-650,Canada,3511.8436836145897,3511.8436836145897,Valid,2.71,1,1,1,Failure Reported,2,Medium,Component replacement after detecting circuit failure; functionality restored. moderate delay non-critical warning,Electerical Issue,1,Low,Monitor
MD00106,Infusion Pump,2017-04-05,2017,4,April,8,8,Matched,7-9 Years,CardioSync,Model-200,France,4340.952242791129,4340.952242791129,Valid,5.26,1,1,1,Failure Reported,1,Low,Component firmware update after detecting battery wear; functionality restored. software reset minor issue,Battery Issue,1,Low,Monitor
MD00651,MRI Scanner,2017-06-26,2017,6,June,8,8,Matched,7-9 Years,CardioSync,Model-600,Japan,2994.069640722346,2994.069640722346,Valid,2.85,5,1,1,Failure Reported,1,Low,Component software patch after detecting battery wear; functionality restored. software reset quick fix,Battery Issue,1,Low,Monitor
MD02684,PET Scanner,2016-02-02,2016,2,February,9,9,Matched,7-9 Years,CardioSync,Model-250,UK,16712.04742664526,16712.04742664526,Valid,23.26,3,0,0,No Failure Reported,3,High,Routine check completed; data lag observed during diagnostics. sensor replaced urgent inspection needed,Sensor Issue,4,High,Review for Replacement
MD02193,Infusion Pump,2022-09-13,2022,9,September,3,3,Matched,0-3 Years,MedEquip,Model-350,UK,11596.887820679023,11596.887820679023,Valid,6.28,1,1,1,Failure Reported,2,Medium,Component component upgrade after detecting software crash; functionality restored. moderate delay average severity report,Software/Data Issue,0,Low,Monitor
MD05383,X-Ray Machine,2022-09-21,2022,9,September,3,3,Matched,0-3 Years,ImagingTech,Model-450,Japan,1580.3376676156222,1580.3376676156222,Valid,16.41,5,1,1,Failure Reported,2,Medium,System performance degraded due to circuit failure; mitigation via component upgrade. reviewed logs device required inspection,Electerical Issue,1,Low,Monitor
MD05499,Infusion Pump,2013-11-29,2013,11,November,12,12,Matched,10+Years,ScanPro,Model-650,Italy,3415.3613101047627,3415.3613101047627,Valid,1.92,5,4,1,Failure Reported,1,Low,System performance degraded due to software crash; mitigation via inspection. quick fix routine reset,Software/Data Issue,2,Medium,Review for Replacement
MD03928,Infusion Pump,2018-06-11,2018,6,June,7,7,Matched,7-9 Years,RescueTech,Model-100,Canada,11659.20673220599,11659.20673220599,Valid,20.73,2,3,1,Failure Reported,3,High,battery wear caused operational delay; recalibration initiated. data loss emergency shutdown,Battery Issue,3,Medium,Review for Replacement
MD01342,Infusion Pump,2022-10-04,2022,10,October,3,3,Matched,0-3 Years,ImagingTech,Model-350,Japan,-243.76297292368864,243.76297292368864,Negative Cost Corrected,16.07,5,4,1,Failure Reported,2,Medium,circuit failure caused operational delay; firmware update initiated. driver update performance warning,Electerical Issue,2,Medium,Monitor
MD00109,Infusion Pump,2019-02-23,2019,2,February,6,6,Matched,4-6 Years,ScanPro,Model-500,UK,8094.546477097295,8094.546477097295,Valid,6.55,1,2,1,Failure Reported,2,Medium,abnormal sound caused operational delay; software patch initiated. driver update non-critical warning,Software/Data Issue,0,Low,Monitor
MD02055,Infusion Pump,2018-09-25,2018,9,September,7,7,Matched,7-9 Years,CardioSync,Model-100,USA,19552.536914497337,19552.536914497337,Valid,11.23,5,0,0,No Failure Reported,3,High,Component system reset after detecting circuit failure; functionality restored. data loss urgent inspection needed,Electerical Issue,2,Medium,Monitor
MD00260,PET Scanner,2020-09-08,2020,9,September,5,5,Matched,4-6 Years,RescueTech,Model-550,Canada,9807.609462362172,9807.609462362172,Valid,7.22,4,2,1,Failure Reported,2,Medium,Routine check completed; software crash observed during diagnostics. component issue component review,Software/Data Issue,0,Low,Monitor
MD03467,MRI Scanner,2016-06-11,2016,6,June,9,9,Matched,7-9 Years,RescueTech,Model-450,UK,6393.709889870459,6393.709889870459,Valid,19.08,5,2,1,Failure Reported,3,High,Routine check completed; data lag observed during diagnostics. critical failure hardware fault,General Maintenance,3,Medium,Monitor
MD02710,X-Ray Machine,2018-10-12,2018,10,October,7,7,Matched,7-9 Years,ImagingTech,Model-200,Canada,1571.5760640038052,1571.5760640038052,Valid,2.57,5,4,1,Failure Reported,1,Low,Component recalibration after detecting sensor misalignment; functionality restored. minor issue temporary glitch,Sensor Issue,1,Low,Monitor
MD02236,CT Scanner,2021-07-28,2021,7,July,4,4,Matched,4-6 Years,ScanPro,Model-650,Canada,5046.05352990958,5046.05352990958,Valid,10.55,4,5,1,Failure Reported,1,Low,data lag caused operational delay; component upgrade initiated. log cleaned low priority fault,General Maintenance,1,Low,Monitor
MD02433,X-Ray Machine,2014-08-27,2014,8,August,11,11,Matched,10+Years,RescueTech,Model-450,Canada,10159.538455633296,10159.538455633296,Valid,21.72,3,1,1,Failure Reported,3,High,voltage spike caused operational delay; replacement initiated. critical failure sensor replacement,Electerical Issue,3,Medium,Monitor
MD02458,Defibrillator,2013-10-30,2013,10,October,12,12,Matched,10+Years,CardioSync,Model-100,USA,22230.90963170836,22230.90963170836,Valid,13.9,4,4,1,Failure Reported,3,High,System performance degraded due to sensor misalignment; mitigation via inspection. data loss emergency shutdown,Sensor Issue,4,High,Review for Replacement
MD02048,Infusion Pump,2013-08-18,2013,8,August,12,12,Matched,10+Years,CardioSync,Model-600,Italy,7460.598850150111,7460.598850150111,Valid,5.5,4,2,1,Failure Reported,1,Low,System performance degraded due to battery wear; mitigation via software patch. software reset log file cleared,Battery Issue,1,Low,Monitor
MD04983,Infusion Pump,2017-02-04,2017,2,February,8,8,Matched,7-9 Years,ScanPro,Model-400,France,1652.6929982519432,1652.6929982519432,Valid,2.29,5,0,0,No Failure Reported,1,Low,data lag caused operational delay; replacement initiated. software reset quick fix,Software/Data Issue,1,Low,Monitor
MD03100,PET Scanner,2020-09-02,2020,9,September,5,5,Matched,4-6 Years,MedEquip,Model-150,USA,9144.418589782515,9144.418589782515,Valid,15.35,5,0,0,No Failure Reported,2,Medium,System performance degraded due to voltage spike; mitigation via recalibration. component issue driver update applied,Electerical Issue,1,Low,Monitor
MD01800,PET Scanner,2018-10-07,2018,10,October,7,7,Matched,7-9 Years,CardioSync,Model-600,Japan,17354.821775367993,17354.821775367993,Valid,3.55,2,6,1,Failure Reported,3,High,Component software patch after detecting software crash; functionality restored. critical failure high priority failure,Software/Data Issue,3,Medium,Review for Replacement
MD01836,Defibrillator,2013-06-04,2013,6,June,12,12,Matched,10+Years,RescueTech,Model-650,Canada,6945.809699228764,6945.809699228764,Valid,9.31,4,2,1,Failure Reported,1,Low,System performance degraded due to sensor misalignment; mitigation via system reset. log cleaned minor issue,Sensor Issue,1,Low,Monitor
MD01260,X-Ray Machine,2014-08-04,2014,8,August,11,11,Matched,10+Years,UltraMed,Model-250,France,3128.6371981606044,3128.6371981606044,Valid,15.59,5,2,1,Failure Reported,2,Medium,Routine check completed; overheating observed during diagnostics. reviewed logs moderate delay,Overheating,2,Medium,Monitor
MD02488,CT Scanner,2021-05-05,2021,5,May,4,4,Matched,4-6 Years,MedEquip,Model-250,France,5350.112337348543,5350.112337348543,Valid,3.57,4,2,1,Failure Reported,2,Medium,Routine check completed; voltage spike observed during diagnostics. reviewed logs non-critical warning,Electerical Issue,0,Low,Monitor
MD03540,MRI Scanner,2021-02-10,2021,2,February,4,4,Matched,4-6 Years,ImagingTech,Model-150,USA,3082.580531405835,3082.580531405835,Valid,4.72,2,3,1,Failure Reported,1,Low,System performance degraded due to battery wear; mitigation via software patch. quick fix low priority fault,Battery Issue,1,Low,Monitor
MD03429,PET Scanner,2021-01-12,2021,1,January,4,4,Matched,4-6 Years,ImagingTech,Model-200,France,4445.976677822229,4445.976677822229,Valid,4.78,4,3,1,Failure Reported,1,Low,software crash caused operational delay; replacement initiated. minor issue quick fix,Software/Data Issue,1,Low,Monitor
MD01611,PET Scanner,2023-09-13,2023,9,September,2,2,Matched,0-3 Years,MedEquip,Model-150,UK,10565.808211099746,10565.808211099746,Valid,27.05,1,0,0,No Failure Reported,3,High,System performance degraded due to voltage spike; mitigation via firmware update. sensor replaced emergency shutdown,Electerical Issue,2,Medium,Monitor
MD04802,Defibrillator,2014-02-28,2014,2,February,11,11,Matched,10+Years,ImagingTech,Model-400,Canada,3230.2145381564887,3230.2145381564887,Valid,3.99,1,1,1,Failure Reported,1,Low,Routine check completed; sensor misalignment observed during diagnostics. software reset log file cleared,Sensor Issue,1,Low,Monitor
MD01682,X-Ray Machine,2021-09-18,2021,9,September,4,4,Matched,4-6 Years,ImagingTech,Model-650,UK,13083.87384058913,13083.87384058913,Valid,7.09,3,1,1,Failure Reported,2,Medium,Component inspection after detecting sensor misalignment; functionality restored. reviewed logs performance warning,Sensor Issue,1,Low,Monitor
MD03410,Defibrillator,2024-01-03,2024,1,January,1,1,Matched,0-3 Years,RescueTech,Model-350,Japan,5884.844797672917,5884.844797672917,Valid,2.72,5,3,1,Failure Reported,1,Low,Component firmware update after detecting voltage spike; functionality restored. minor issue minor issue,Electerical Issue,1,Low,Monitor
MD02759,MRI Scanner,2014-02-23,2014,2,February,11,11,Matched,10+Years,MedEquip,Model-650,USA,15948.514921674869,15948.514921674869,Valid,3.32,3,0,0,No Failure Reported,2,Medium,Component component upgrade after detecting overheating; functionality restored. component issue driver update applied,Overheating,2,Medium,Monitor
MD04596,Defibrillator,2014-03-31,2014,3,March,11,11,Matched,10+Years,CardioSync,Model-450,UK,759.5423287861223,759.5423287861223,Valid,9.19,2,5,1,Failure Reported,1,Low,data lag caused operational delay; replacement initiated. log cleaned minor issue,General Maintenance,2,Medium,Review for Replacement
MD02786,PET Scanner,2020-09-09,2020,9,September,5,5,Matched,4-6 Years,CardioSync,Model-550,Japan,4303.483762714389,4303.483762714389,Valid,3.57,3,0,0,No Failure Reported,1,Low,System performance degraded due to battery wear; mitigation via replacement. software reset low priority fault,Battery Issue,0,Low,Monitor
MD02353,MRI Scanner,2016-08-08,2016,8,August,9,9,Matched,7-9 Years,MedEquip,Model-100,USA,21548.061983419528,21548.061983419528,Valid,32.97,1,5,1,Failure Reported,3,High,Component system reset after detecting abnormal sound; functionality restored. critical failure system crash,Software/Data Issue,5,High,Review for Replacement
MD05292,X-Ray Machine,2023-01-03,2023,1,January,2,2,Matched,0-3 Years,RescueTech,Model-300,Canada,9783.70868353346,9783.70868353346,Valid,8.25,3,2,1,Failure Reported,1,Low,voltage spike caused operational delay; system reset initiated. log cleaned low priority fault,Electerical Issue,0,Low,Monitor
MD05098,PET Scanner,2023-03-18,2023,3,March,2,2,Matched,0-3 Years,ImagingTech,Model-500,France,3685.378934936874,3685.378934936874,Valid,1.99,1,2,1,Failure Reported,1,Low,System performance degraded due to overheating; mitigation via firmware update. minor issue routine reset,Overheating,0,Low,Monitor
MD02641,Infusion Pump,2021-02-17,2021,2,February,4,4,Matched,4-6 Years,ScanPro,Model-300,USA,8369.203846319542,8369.203846319542,Valid,8.18,1,3,1,Failure Reported,2,Medium,Routine check completed; software crash observed during diagnostics. moderate delay non-critical warning,Software/Data Issue,1,Low,Monitor
MD04826,Infusion Pump,2020-09-25,2020,9,September,5,5,Matched,4-6 Years,MedEquip,Model-200,UK,7744.921470955479,7744.921470955479,Valid,2.03,3,1,1,Failure Reported,2,Medium,Component replacement after detecting data lag; functionality restored. reviewed logs device required inspection,General Maintenance,0,Low,Monitor
MD01960,CT Scanner,2023-07-14,2023,7,July,2,2,Matched,0-3 Years,MedEquip,Model-400,UK,2936.952114074145,2936.952114074145,Valid,1.17,4,4,1,Failure Reported,1,Low,Routine check completed; abnormal sound observed during diagnostics. quick fix minor issue,Mechanical Issue,1,Low,Monitor
